StepId,RecordingId,ProcessId,TimeStamp,StepName,StepDescription,ApplicationProcessName,ApplicationParentWindowName,automation_step,NextStepId,label_EventName,label_EventId,rows,Process_Name,Connectors,ApplicationProcessNameStepName
18,bc5af02d-cc5c-ec11-8f8f-002248302213,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T10:59:30+00:00,Drag and drop UI element in window,Text 'îœ’' in Button 'Add task' in Pane 'Mail - Name   Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomationDragAndDropElement MouseDownOffsetY: 0 MouseDownOffsetX: -88 RectangleEdgePointForMouseDown: UIAutomationRectangleEdgePointMiddleRight ControlToDrag: appmask['Pane \\'Mail - Name   Chrome - Person 1\\'']['Button \\'Add task\\''] MouseUpOffsetY: -3 MouseUpOffsetX: 0 RectangleEdgePointForMouseUp: UIAutomationRectangleEdgePointMiddleRight ControlToDropOver: appmask['Pane \\'Mail - Name   Chrome - Person 1\\'']['Text \\'\ue712\\''] ClickType: UIAutomationDragAndDropClickTypeLeftClick\n""]",20,Copy the link,3f85d1b1-b6ee-4c8d-91df-83b51b79381b,4824,approvals/planner,Planner,chromeDrag and drop UI element in window
19,bc5af02d-cc5c-ec11-8f8f-002248302213,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T10:59:38+00:00,Select menu option in window,Menu Item 'Copy link to plan' in Pane 'Mail - Name   Chrome - Person 1',chrome,Mail - NameSurname - Outlook - Google Chrome - Person 1,"[""UIAutomationSelectMenuOption Control: appmask['Pane \\'Mail - Name   Chrome - Person 1\\'']['Menu Item \\'Copy link to plan\\'']\n""]",21,Copy the link,3f85d1b1-b6ee-4c8d-91df-83b51b79381b,4825,approvals/planner,Planner,chromeSelect menu option in window
0,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:26+00:00,Press button in window,Microsoft Teams - 1 running window in Quick Launch Bar,,,"[""UIAutomationPressButton Button: appmask['Quick Launch Bar']['Microsoft Teams - 1 running window']\n""]",2,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2848,approvals/planner,Planner,Press button in window
1,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:29+00:00,Press button in window,"Button 'Add a tab' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPressButton Button: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Add a tab\\'']\n""]",3,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2849,approvals/planner,Planner,TeamsPress button in window
2,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:34+00:00,Click UI element in window,"List Item 'Tasks by Planner and To Do' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['List Item \\'Tasks by Planner and To Do\\''] ClickType: UIAutomationClickTypeLeftClick OffsetX: -1 OffsetY: -36 MousePositionRelativeToElement: UIAutomationRectangleEdgePointBottomCenter\n""]",4,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2850,approvals/planner,Planner,TeamsClick UI element in window
3,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:41+00:00,Select radio button in window,"Radio Button 'Create a new plan' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationSelectRadioButton RadioButton: appmask['Pane \\'General    Teams, Main Window\\'']['Radio Button \\'Create a new plan\\'']\n""]",5,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2851,approvals/planner,Planner,TeamsSelect radio button in window
4,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:43+00:00,Click UI element in window,"Document 'Microsoft Teams Tasks' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['Document \\'Microsoft Teams Tasks\\''] ClickType: UIAutomationClickTypeLeftClick OffsetX: 56 OffsetY: -39 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",6,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2852,approvals/planner,Planner,TeamsClick UI element in window
5,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:45+00:00,Drag and drop UI element in window,"Document 'Microsoft Teams Tasks' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationDragAndDropElement MouseDownOffsetY: 76 MouseDownOffsetX: 101 RectangleEdgePointForMouseDown: UIAutomationRectangleEdgePointTopLeft ControlToDrag: appmask['Pane \\'General    Teams, Main Window\\'']['Document \\'Microsoft Teams Tasks\\''] MouseUpOffsetY: 76 MouseUpOffsetX: 5 RectangleEdgePointForMouseUp: UIAutomationRectangleEdgePointTopLeft ControlToDropOver: appmask['Pane \\'General    Teams, Main Window\\'']['Document \\'Microsoft Teams Tasks\\''] ClickType: UIAutomationDragAndDropClickTypeLeftClick\n""]",7,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2853,approvals/planner,Planner,TeamsDrag and drop UI element in window
6,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:49+00:00,Populate text field in window,"Edit 'Tab name' in Pane 'General    Teams, Main Window'; Text:'Client Feedback'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPopulateTextField TextField: appmask['Pane \\'General    Teams, Main Window\\'']['Edit \\'Tab name\\''] Text: 'Client Feedback' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",8,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2854,approvals/planner,Planner,TeamsPopulate text field in window
7,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:44:52+00:00,Press button in window,"Button 'Save' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPressButton Button: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Save\\'']\n""]",9,Go to planner,d0c34d4e-ebbf-4dc7-bebb-178bde7de9ed,2855,approvals/planner,Planner,TeamsPress button in window
8,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:02+00:00,Press button in window,"Button 'Add task card in To do column' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPressButton Button: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Add task card in To do column\\'']\n""]",10,Create Tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2856,approvals/planner,Planner,TeamsPress button in window
9,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:09+00:00,Populate text field in window,"Edit 'Task name' in Pane 'General    Teams, Main Window'; Text:'Prepare Presentat'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPopulateTextField TextField: appmask['Pane \\'General    Teams, Main Window\\'']['Edit \\'Task name\\''] Text: 'Prepare Presentat' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",11,Create Tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2857,approvals/planner,Planner,TeamsPopulate text field in window
10,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:13+00:00,Press button in window,"Button 'Set due date' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPressButton Button: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Set due date\\'']\n""]",12,Assign tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2858,approvals/planner,Planner,TeamsPress button in window
11,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:24+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Not assigned, Open to assign users to this task\\''] ClickType: UIAutomationClickTypeLeftButtonDown OffsetX: 68 OffsetY: -3 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",13,Assign tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2859,approvals/planner,Planner,TeamsClick UI element in window
12,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:32+00:00,Populate text field in window,"Edit 'Assignments' in Pane 'General    Teams, Main Window'; Text:'Name'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPopulateTextField TextField: appmask['Pane \\'General    Teams, Main Window\\'']['Edit \\'Assignments\\''] Text: 'Name' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",14,Assign tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2860,approvals/planner,Planner,TeamsPopulate text field in window
13,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:37+00:00,Click UI element in window,"List Item 'Name Surname' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['List Item \\'Name Surname\\''] ClickType: UIAutomationClickTypeLeftClick OffsetX: 17 OffsetY: -10 MousePositionRelativeToElement: UIAutomationRectangleEdgePointBottomLeft\n""]",15,Assign tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2861,approvals/planner,Planner,TeamsClick UI element in window
14,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:43+00:00,Click UI element in window,"Button 'Add task' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Add task\\''] ClickType: UIAutomationClickTypeLeftButtonDown OffsetX: -14 OffsetY: 4 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleCenter\n""]",16,Assign tasks,f893537a-727b-4623-b78d-998e3ba2d3ed,2862,approvals/planner,Planner,TeamsClick UI element in window
15,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:50+00:00,Press button in window,"Button 'More options' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationPressButton Button: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'More options\\'']\n""]",17,Copy the link,5906380d-6843-4562-9a81-2879863a3924,2863,approvals/planner,Planner,TeamsPress button in window
16,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:45:59+00:00,Click UI element in window,"Button 'More options' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'More options\\''] ClickType: UIAutomationClickTypeLeftButtonDown OffsetX: -7 OffsetY: 0 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleRight\n""]",18,Copy the link,5906380d-6843-4562-9a81-2879863a3924,2864,approvals/planner,Planner,TeamsClick UI element in window
17,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:46:05+00:00,Select menu option in window,"Menu Item 'Copy link to task' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationSelectMenuOption Control: appmask['Pane \\'General    Teams, Main Window\\'']['Menu Item \\'Copy link to task\\'']\n""]",19,Copy the link,5906380d-6843-4562-9a81-2879863a3924,2865,approvals/planner,Planner,TeamsSelect menu option in window
18,eb0948ea-be71-ec11-8943-0022481ea4d8,5477dec3-815c-ec11-8f8f-002248302213,2022-01-10T02:46:11+00:00,Click UI element in window,"Button 'Copy' in Pane 'General    Teams, Main Window'",Teams,"General (Project RoadMap) | Microsoft Teams, Main Window","[""UIAutomationClick Element: appmask['Pane \\'General    Teams, Main Window\\'']['Button \\'Copy\\''] ClickType: UIAutomationClickTypeLeftButtonDown OffsetX: 24 OffsetY: -5 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",20,Copy the link,5906380d-6843-4562-9a81-2879863a3924,2866,approvals/planner,Planner,TeamsClick UI element in window
0,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:12+00:00,Press button in window,Google Chrome - 1 running window in Quick Launch Bar,,,"[""UIAutomationPressButton Button: appmask['Quick Launch Bar']['Google Chrome - 1 running window']\n""]",2,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5374,approvals/planner,Planner,Press button in window
1,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:14+00:00,Press button in window,Button 'New Tab' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'New Tab\\'']\n""]",3,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5375,approvals/planner,Planner,chromePress button in window
2,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:21+00:00,Populate text field in window,Edit 'Address and search bar' in Pane 'TalentHub 20 - Google Chrome - Person 1'; Text:'planner app',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPopulateTextField TextField: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Edit \\'Address and search bar\\''] Text: 'planner app' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",4,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5376,approvals/planner,Planner,chromePopulate text field in window
3,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:22+00:00,Send keys,TextToSend:'{Return}',,,"['WAIT 2\n', ""MouseAndKeyboardSendKeys TextToSend: '{Return}'\n""]",5,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5377,approvals/planner,Planner,Send keys
4,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:29+00:00,Click UI element in window,Hyperlink ' Microsoft Planner https://tasksofficecom' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Hyperlink \\' Microsoft Planner https://tasksofficecom\\''] ClickType: UIAutomationClickTypeLeftClick OffsetX: 21 OffsetY: -10 MousePositionRelativeToElement: UIAutomationRectangleEdgePointBottomCenter\n""]",6,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5378,approvals/planner,Planner,chromeClick UI element in window
5,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:34+00:00,Select menu option in window,Menu Item 'New plan' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationSelectMenuOption Control: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Menu Item \\'New plan\\'']\n""]",7,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5379,approvals/planner,Planner,chromeSelect menu option in window
6,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:41+00:00,Populate text field in window,Edit 'Plan name' in Pane 'TalentHub 20 - Google Chrome - Person 1'; Text:'Project2',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPopulateTextField TextField: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Edit \\'Plan name\\''] Text: 'Project2' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",8,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5380,approvals/planner,Planner,chromePopulate text field in window
7,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:10:47+00:00,Press button in window,Button 'îœêChoose a group for your plan' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'\ue710Choose a group for your plan\\'']\n""]",9,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5381,approvals/planner,Planner,chromePress button in window
8,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:02+00:00,Click UI element in window,List Item 'Power Automate' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['List Item \\'Power Automate\\''] ClickType: UIAutomationClickTypeLeftClick OffsetX: 49 OffsetY: -4 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",10,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5382,approvals/planner,Planner,chromeClick UI element in window
9,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:06+00:00,Press button in window,Button 'Create plan' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'Create plan\\'']\n""]",11,Go to planner,28c40339-538d-4f21-bf1a-91c244a2e302,5383,approvals/planner,Planner,chromePress button in window
10,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:13+00:00,Press button in window,Button 'Add task card in To do column' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'Add task card in To do column\\'']\n""]",12,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5384,approvals/planner,Planner,chromePress button in window
11,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:28+00:00,Populate text field in window,Edit 'Task name' in Pane 'TalentHub 20 - Google Chrome - Person 1'; Text:'Guideline Trainning',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPopulateTextField TextField: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Edit \\'Task name\\''] Text: 'Guideline Trainning' Mode: UIAutomationPopulateTextModeReplace ClickType: UIAutomationPopulateMouseClickTypeSingleClick\n""]",13,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5385,approvals/planner,Planner,chromePopulate text field in window
12,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:32+00:00,Press button in window,Button 'î?‡ Set due date' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'\ue787 Set due date\\'']\n""]",14,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5386,approvals/planner,Planner,chromePress button in window
13,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:40+00:00,Click UI element in window,"Data Item 'December 20, 2021' in Pane 'TalentHub 20 - Google Chrome - Person 1'",chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Data Item \\'December 20, 2021\\''] ClickType: UIAutomationClickTypeLeftButtonUp OffsetX: 7 OffsetY: 3 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",15,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5387,approvals/planner,Planner,chromeClick UI element in window
14,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:11:45+00:00,Click UI element in window,"Button 'Not assigned, Open to assign users to this task' in Pane 'TalentHub 20 - Google Chrome - Person 1'",chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'Not assigned, Open to assign users to this task\\''] ClickType: UIAutomationClickTypeLeftButtonUp OffsetX: 35 OffsetY: -5 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",16,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5388,approvals/planner,Planner,chromeClick UI element in window
15,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:12:05+00:00,Press button in window,Button 'Name Surname' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationPressButton Button: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'Name Surname\\'']\n""]",17,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5389,approvals/planner,Planner,chromePress button in window
16,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:12:08+00:00,Click UI element in window,Button 'Add task' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Button \\'Add task\\''] ClickType: UIAutomationClickTypeLeftButtonDown OffsetX: 28 OffsetY: 3 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleCenter\n""]",18,Create Tasks,e4756a81-666f-4358-864d-d49d810856a4,5390,approvals/planner,Planner,chromeClick UI element in window
17,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:12:13+00:00,Click UI element in window,Text 'îœ’' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationClick Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] ClickType: UIAutomationClickTypeRightButtonDown OffsetX: 5 OffsetY: 1 MousePositionRelativeToElement: UIAutomationRectangleEdgePointMiddleLeft\n""]",19,Copy the link,2901523d-cc50-4974-906b-03b58ba240c6,5391,approvals/planner,Planner,chromeClick UI element in window
18,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:12:41+00:00,Get details of a UI element in window,Text 'îœ’' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationGetElementDetails Element: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] AttributeName: 'owntext' AttributeValue=> AttributeValue\n""]",20,Copy the link,2901523d-cc50-4974-906b-03b58ba240c6,5392,approvals/planner,Planner,chromeGet details of a UI element in window
19,fb93f146-ce5c-ec11-8f8f-002248302895,5477dec3-815c-ec11-8f8f-002248302213,2021-12-14T11:12:48+00:00,Drag and drop UI element in window,Menu Item 'Copy link to plan' in Text 'îœ’' in Pane 'TalentHub 20 - Google Chrome - Person 1',chrome,TalentHub 20 - Google Chrome - Person 1,"[""UIAutomationDragAndDropElement MouseDownOffsetY: 2 MouseDownOffsetX: -5 RectangleEdgePointForMouseDown: UIAutomationRectangleEdgePointMiddleRight ControlToDrag: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Text \\'\ue712\\''] MouseUpOffsetY: 4 MouseUpOffsetX: -2 RectangleEdgePointForMouseUp: UIAutomationRectangleEdgePointMiddleRight ControlToDropOver: appmask['Pane \\'TalentHub 20 - Google Chrome - Person 1\\'']['Menu Item \\'Copy link to plan\\''] ClickType: UIAutomationDragAndDropClickTypeLeftClick\n""]",21,Copy the link,2901523d-cc50-4974-906b-03b58ba240c6,5393,approvals/planner,Planner,chromeDrag and drop UI element in window
